mouse_label,n_cells,Class,Subclass,neurotransmitter,region,roi,region_spread,roi_spread,description
0388 CEA-BST Ebf1 Pdyn Gaba_5,250,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 92%; PAL 8%,sAMY 92%; PAL 8%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0387 CEA-BST Ebf1 Pdyn Gaba_4,250,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 76%; PAL 24%,sAMY 76%; PAL 24%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0386 CEA-BST Ebf1 Pdyn Gaba_3,250,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 83%; PAL 17%,sAMY 83%; PAL 17%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0385 CEA-BST Ebf1 Pdyn Gaba_2,250,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 81%; PAL 19%; CTXsp 0%,sAMY 81%; PAL 19%; CTXsp 0%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0384 CEA-BST Ebf1 Pdyn Gaba_1,250,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 78%; PAL 22%,sAMY 78%; PAL 22%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0382 ACB-BST-FS D1 Gaba_2,250,11 CNU-HYa GABA,081 ACB-BST-FS D1 Gaba,GABA,PAL,PAL,PAL 68%; STR 30%; CTXsp 1%,PAL 68%; STRv 21%; sAMY 8%,11 CNU-HYa GABA / 081 ACB-BST-FS D1 Gaba; NT GABA; PAL
0381 ACB-BST-FS D1 Gaba_1,250,11 CNU-HYa GABA,081 ACB-BST-FS D1 Gaba,GABA,PAL,PAL,PAL 78%; STR 22%; CTXsp 0%,PAL 78%; sAMY 13%; STRv 9%,11 CNU-HYa GABA / 081 ACB-BST-FS D1 Gaba; NT GABA; PAL
0542 LHA-MEA Otp Glut_1,250,13 CNU-HYa Glut,122 LHA-MEA Otp Glut,Glut,STR,sAMY,STR 89%; PAL 11%; OLF 0%,sAMY 89%; PAL 11%; OLF 0%,13 CNU-HYa Glut / 122 LHA-MEA Otp Glut; NT Glut; sAMY
0541 MEA-BST Otp Zic2 Glut_3,250,13 CNU-HYa Glut,121 MEA-BST Otp Zic2 Glut,Glut,STR,sAMY,STR 93%; PAL 5%; CTXsp 2%,sAMY 93%; PAL 5%; CTXsp 2%,13 CNU-HYa Glut / 121 MEA-BST Otp Zic2 Glut; NT Glut; sAMY
0540 MEA-BST Otp Zic2 Glut_2,250,13 CNU-HYa Glut,121 MEA-BST Otp Zic2 Glut,Glut,STR,sAMY,STR 95%; PAL 5%,sAMY 95%; PAL 5%,13 CNU-HYa Glut / 121 MEA-BST Otp Zic2 Glut; NT Glut; sAMY
0539 MEA-BST Otp Zic2 Glut_1,250,13 CNU-HYa Glut,121 MEA-BST Otp Zic2 Glut,Glut,STR,sAMY,STR 50%; PAL 49%; OLF 1%,sAMY 50%; PAL 49%; OLF 1%,13 CNU-HYa Glut / 121 MEA-BST Otp Zic2 Glut; NT Glut; sAMY
0389 CEA-BST Ebf1 Pdyn Gaba_6,250,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 92%; PAL 8%,sAMY 92%; PAL 8%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0001 CLA-EPd-CTX Car3 Glut_1,250,01 IT-ET Glut,001 CLA-EPd-CTX Car3 Glut,Glut,Isocortex-1,AUD-TEa-PERI-ECT,Isocortex-1 49%; CTXsp 24%; Isocortex-2 22%,AUD-TEa-PERI-ECT 30%; CTXsp 24%; AI 18%,01 IT-ET Glut / 001 CLA-EPd-CTX Car3 Glut; NT Glut; AUD-TEa-PERI-ECT
0169 OB-STR-CTX Inh IMN_4,250,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,nan,OLF,OLF,OLF 54%; STR 44%; HPF 1%,OLF 54%; STRd 19%; STRv 16%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT none; OLF
0168 OB-STR-CTX Inh IMN_3,250,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,GABA,STR,STRd,STR 80%; OLF 15%; Isocortex-1 2%,STRd 41%; STRv 22%; LSX 18%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT GABA; STRd
0167 OB-STR-CTX Inh IMN_2,250,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,GABA,OLF,OLF,OLF 87%; STR 13%; Isocortex-1 0%,OLF 87%; STRv 5%; LSX 4%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT GABA; OLF
0166 OB-STR-CTX Inh IMN_1,250,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,nan,STR,STRd,STR 62%; CTXsp 15%; HPF 12%,STRd 35%; STRv 16%; CTXsp 15%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT none; STRd
0195 RHP-COA Ndnf Gaba_3,250,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,GABA,HPF,HIP,HPF 74%; STR 15%; OLF 6%,HIP 53%; sAMY 15%; RHP 12%,06 CTX-CGE GABA / 048 RHP-COA Ndnf Gaba; NT GABA; HIP
0193 RHP-COA Ndnf Gaba_1,250,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,GABA,HPF,HIP,HPF 97%; STR 2%; CTXsp 1%,HIP 87%; ENT 5%; RHP 5%,06 CTX-CGE GABA / 048 RHP-COA Ndnf Gaba; NT GABA; HIP
0192 Sncg Gaba_8,250,06 CTX-CGE GABA,047 Sncg Gaba,GABA,Isocortex-1,AI,Isocortex-1 59%; HPF 15%; CTXsp 10%,AI 21%; MOp 16%; CTXsp 10%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; AI
0190 Sncg Gaba_6,250,06 CTX-CGE GABA,047 Sncg Gaba,GABA,Isocortex-1,MOp,Isocortex-1 67%; HPF 18%; CTXsp 8%,MOp 27%; AI 14%; ENT 12%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; MOp
0189 Sncg Gaba_5,250,06 CTX-CGE GABA,047 Sncg Gaba,GABA,HPF,HIP,HPF 68%; Isocortex-1 18%; CTXsp 10%,HIP 50%; CTXsp 10%; RHP 10%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; HIP
0178 Vip Gaba_6,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,Isocortex-1,MOp,Isocortex-1 46%; Isocortex-2 35%; HPF 14%,MOp 34%; SS-GU-VISC 7%; MO-FRP 7%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; MOp
0186 Sncg Gaba_2,250,06 CTX-CGE GABA,047 Sncg Gaba,GABA,Isocortex-1,MOp,Isocortex-1 88%; CTXsp 6%; OLF 3%,MOp 38%; AI 12%; ACA 9%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; MOp
0185 Sncg Gaba_1,250,06 CTX-CGE GABA,047 Sncg Gaba,GABA,HPF,CTXsp,HPF 41%; Isocortex-1 28%; CTXsp 21%,CTXsp 21%; ENT 19%; HIP 18%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; CTXsp
0158 OB-out Frmd7 Gaba_1,250,05 OB-IMN GABA,042 OB-out Frmd7 Gaba,GABA,OLF,OLF,OLF 92%; STR 5%; Isocortex-2 1%,OLF 92%; LSX 3%; PL-ILA-ORB 1%,05 OB-IMN GABA / 042 OB-out Frmd7 Gaba; NT GABA; OLF
0156 OB-in Frmd7 Gaba_7,250,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 97%; STR 3%; PAL 0%,OLF 97%; LSX 3%; PAL 0%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0154 OB-in Frmd7 Gaba_5,250,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 90%; STR 10%; PAL 0%,OLF 90%; STRv 6%; LSX 4%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0153 OB-in Frmd7 Gaba_4,250,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 99%; STR 1%,OLF 99%; STRd 0%; LSX 0%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0152 OB-in Frmd7 Gaba_3,250,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 98%; STR 1%; CTXsp 1%,OLF 98%; LSX 1%; CTXsp 1%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0151 OB-in Frmd7 Gaba_2,250,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 95%; STR 5%,OLF 95%; LSX 3%; STRd 2%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0150 OB-in Frmd7 Gaba_1,250,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 98%; STR 2%; Isocortex-1 0%,OLF 98%; LSX 2%; MO-FRP 0%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0181 Vip Gaba_9,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,HPF,HIP,HPF 76%; CTXsp 13%; STR 7%,HIP 74%; CTXsp 13%; sAMY 6%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; HIP
0179 Vip Gaba_7,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,HPF,HIP,HPF 98%; CTXsp 1%; STR 0%,HIP 89%; RHP 9%; CTXsp 1%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; HIP
0187 Sncg Gaba_3,250,06 CTX-CGE GABA,047 Sncg Gaba,GABA,Isocortex-1,MOp,Isocortex-1 51%; HPF 20%; CTXsp 13%,MOp 20%; AI 14%; CTXsp 13%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; MOp
0111 L6b CTX Glut_2,250,02 NP-CT-L6b Glut,029 L6b CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 90%; HPF 6%; CTXsp 4%,MOp 29%; VIS 14%; SS-GU-VISC 13%,02 NP-CT-L6b Glut / 029 L6b CTX Glut; NT Glut; MOp
0110 L6b CTX Glut_1,250,02 NP-CT-L6b Glut,029 L6b CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 92%; STR 5%; HPF 1%,MOp 52%; SS-GU-VISC 11%; MO-FRP 7%,02 NP-CT-L6b Glut / 029 L6b CTX Glut; NT Glut; MOp
0109 L6b/CT ENT Glut_4,250,02 NP-CT-L6b Glut,028 L6b/CT ENT Glut,Glut,HPF,ENT,HPF 100%; Isocortex-1 0%,ENT 80%; RHP 20%; AUD-TEa-PERI-ECT 0%,02 NP-CT-L6b Glut / 028 L6b/CT ENT Glut; NT Glut; ENT
0108 L6b/CT ENT Glut_3,250,02 NP-CT-L6b Glut,028 L6b/CT ENT Glut,Glut,HPF,RHP,HPF 99%; Isocortex-1 1%; OLF 0%,RHP 60%; ENT 38%; VIS-PTLp 1%,02 NP-CT-L6b Glut / 028 L6b/CT ENT Glut; NT Glut; RHP
0135 HPF CR Glut_1,250,03 OB-CR Glut,036 HPF CR Glut,Glut,HPF,HIP,HPF 55%; STR 28%; Isocortex-1 6%,HIP 26%; sAMY 24%; RHP 17%,03 OB-CR Glut / 036 HPF CR Glut; NT Glut; HIP
0131 OB Eomes Ms4a15 Glut_2,250,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,Glut,OLF,OLF,OLF 98%; STR 2%,OLF 98%; LSX 2%,03 OB-CR Glut / 035 OB Eomes Ms4a15 Glut; NT Glut; OLF
0129 NP PPP Glut_1,250,02 NP-CT-L6b Glut,034 NP PPP Glut,Glut,HPF,RHP,HPF 100%,RHP 87%; ENT 13%,02 NP-CT-L6b Glut / 034 NP PPP Glut; NT Glut; RHP
0128 NP SUB Glut_2,250,02 NP-CT-L6b Glut,033 NP SUB Glut,Glut,HPF,RHP,HPF 99%; Isocortex-1 1%,RHP 94%; HIP 4%; RSP 1%,02 NP-CT-L6b Glut / 033 NP SUB Glut; NT Glut; RHP
0125 L5 NP CTX Glut_4,250,02 NP-CT-L6b Glut,032 L5 NP CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 97%; HPF 3%,MOp 32%; RSP 20%; ACA 12%,02 NP-CT-L6b Glut / 032 L5 NP CTX Glut; NT Glut; MOp
0124 L5 NP CTX Glut_3,250,02 NP-CT-L6b Glut,032 L5 NP CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 89%; Isocortex-2 10%; HPF 0%,MOp 41%; PL-ILA-ORB 12%; ACA 11%,02 NP-CT-L6b Glut / 032 L5 NP CTX Glut; NT Glut; MOp
0538 MEA Otp Foxp2 Glut_1,250,13 CNU-HYa Glut,120 MEA Otp Foxp2 Glut,Glut,STR,sAMY,STR 100%; CTXsp 0%,sAMY 100%; CTXsp 0%,13 CNU-HYa Glut / 120 MEA Otp Foxp2 Glut; NT Glut; sAMY
0375 CEA-AAA-BST Six3 Sp9 Gaba_3,250,11 CNU-HYa GABA,080 CEA-AAA-BST Six3 Sp9 Gaba,GABA,PAL,PAL,PAL 59%; STR 40%; CTXsp 0%,PAL 59%; sAMY 40%; STRv 1%,11 CNU-HYa GABA / 080 CEA-AAA-BST Six3 Sp9 Gaba; NT GABA; PAL
0405 MPO-ADP Lhx8 Gaba_4,250,11 CNU-HYa GABA,086 MPO-ADP Lhx8 Gaba,GABA,PAL,PAL,PAL 98%; STR 2%,PAL 98%; STRv 2%; sAMY 0%,11 CNU-HYa GABA / 086 MPO-ADP Lhx8 Gaba; NT GABA; PAL
0397 SI-MPO-LPO Lhx8 Gaba_2,250,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,GABA,PAL,PAL,PAL 85%; STR 15%,PAL 85%; sAMY 9%; LSX 6%,11 CNU-HYa GABA / 085 SI-MPO-LPO Lhx8 Gaba; NT GABA; PAL
0396 SI-MPO-LPO Lhx8 Gaba_1,250,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,GABA,PAL,PAL,PAL 66%; STR 34%,PAL 66%; sAMY 33%; STRv 1%,11 CNU-HYa GABA / 085 SI-MPO-LPO Lhx8 Gaba; NT GABA; PAL
0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,250,11 CNU-HYa GABA,084 BST-SI-AAA Six3 Slc22a3 Gaba,GABA,PAL,PAL,PAL 76%; STR 24%; CTXsp 0%,PAL 76%; sAMY 23%; STRv 1%,11 CNU-HYa GABA / 084 BST-SI-AAA Six3 Slc22a3 Gaba; NT GABA; PAL
0394 BST-SI-AAA Six3 Slc22a3 Gaba_1,250,11 CNU-HYa GABA,084 BST-SI-AAA Six3 Slc22a3 Gaba,GABA,PAL,PAL,PAL 62%; STR 38%,PAL 62%; sAMY 38%; STRv 0%,11 CNU-HYa GABA / 084 BST-SI-AAA Six3 Slc22a3 Gaba; NT GABA; PAL
0393 CEA-BST Rai14 Pdyn Crh Gaba_2,250,11 CNU-HYa GABA,083 CEA-BST Rai14 Pdyn Crh Gaba,GABA,PAL,PAL,PAL 85%; STR 15%,PAL 85%; sAMY 13%; STRv 2%,11 CNU-HYa GABA / 083 CEA-BST Rai14 Pdyn Crh Gaba; NT GABA; PAL
0392 CEA-BST Rai14 Pdyn Crh Gaba_1,250,11 CNU-HYa GABA,083 CEA-BST Rai14 Pdyn Crh Gaba,GABA,STR,sAMY,STR 68%; PAL 30%; CTXsp 2%,sAMY 68%; PAL 30%; CTXsp 2%,11 CNU-HYa GABA / 083 CEA-BST Rai14 Pdyn Crh Gaba; NT GABA; sAMY
0102 NLOT Rho Glut_1,250,01 IT-ET Glut,026 NLOT Rho Glut,Glut,STR,sAMY,STR 90%; OLF 8%; CTXsp 2%,sAMY 90%; OLF 8%; CTXsp 2%,01 IT-ET Glut / 026 NLOT Rho Glut; NT Glut; sAMY
0098 SUB-ProS Glut_3,250,01 IT-ET Glut,023 SUB-ProS Glut,Glut,HPF,RHP,HPF 100%,RHP 83%; HIP 16%; ENT 0%,01 IT-ET Glut / 023 SUB-ProS Glut; NT Glut; RHP
0097 SUB-ProS Glut_2,250,01 IT-ET Glut,023 SUB-ProS Glut,Glut,HPF,RHP,HPF 99%; CTXsp 1%,RHP 82%; HIP 16%; ENT 2%,01 IT-ET Glut / 023 SUB-ProS Glut; NT Glut; RHP
0376 CEA-AAA-BST Six3 Sp9 Gaba_4,250,11 CNU-HYa GABA,080 CEA-AAA-BST Six3 Sp9 Gaba,GABA,STR,sAMY,STR 79%; PAL 10%; CTXsp 9%,sAMY 76%; PAL 10%; CTXsp 9%,11 CNU-HYa GABA / 080 CEA-AAA-BST Six3 Sp9 Gaba; NT GABA; sAMY
0537 SI-MA-LPO-LHA Skor1 Glut_8,250,13 CNU-HYa Glut,119 SI-MA-LPO-LHA Skor1 Glut,Glut,PAL,PAL,PAL 76%; STR 24%; OLF 0%,PAL 76%; sAMY 12%; STRv 12%,13 CNU-HYa Glut / 119 SI-MA-LPO-LHA Skor1 Glut; NT Glut; PAL
0536 SI-MA-LPO-LHA Skor1 Glut_7,250,13 CNU-HYa Glut,119 SI-MA-LPO-LHA Skor1 Glut,Glut,PAL,PAL,PAL 75%; STR 25%,PAL 75%; sAMY 24%; LSX 0%,13 CNU-HYa Glut / 119 SI-MA-LPO-LHA Skor1 Glut; NT Glut; PAL
0535 SI-MA-LPO-LHA Skor1 Glut_6,250,13 CNU-HYa Glut,119 SI-MA-LPO-LHA Skor1 Glut,Glut,STR,sAMY,STR 76%; PAL 23%; CTXsp 1%,sAMY 75%; PAL 23%; CTXsp 1%,13 CNU-HYa Glut / 119 SI-MA-LPO-LHA Skor1 Glut; NT Glut; sAMY
0534 SI-MA-LPO-LHA Skor1 Glut_5,250,13 CNU-HYa Glut,119 SI-MA-LPO-LHA Skor1 Glut,Glut,PAL,PAL,PAL 68%; STR 32%,PAL 68%; sAMY 30%; STRv 2%,13 CNU-HYa Glut / 119 SI-MA-LPO-LHA Skor1 Glut; NT Glut; PAL
0533 SI-MA-LPO-LHA Skor1 Glut_4,250,13 CNU-HYa Glut,119 SI-MA-LPO-LHA Skor1 Glut,Glut,PAL,PAL,PAL 74%; STR 26%,PAL 74%; sAMY 26%; STRv 1%,13 CNU-HYa Glut / 119 SI-MA-LPO-LHA Skor1 Glut; NT Glut; PAL
0532 SI-MA-LPO-LHA Skor1 Glut_3,250,13 CNU-HYa Glut,119 SI-MA-LPO-LHA Skor1 Glut,Glut,PAL,PAL,PAL 53%; STR 46%; OLF 0%,PAL 53%; sAMY 46%; OLF 0%,13 CNU-HYa Glut / 119 SI-MA-LPO-LHA Skor1 Glut; NT Glut; PAL
0162 OB Dopa-Gaba_1,250,05 OB-IMN GABA,044 OB Dopa-Gaba,Dopa,OLF,OLF,OLF 91%; Isocortex-1 5%; STR 3%,OLF 91%; AI 2%; PL-ILA-ORB 2%,05 OB-IMN GABA / 044 OB Dopa-Gaba; NT Dopa; OLF
0161 OB-mi Frmd7 Gaba_1,250,05 OB-IMN GABA,043 OB-mi Frmd7 Gaba,GABA,OLF,OLF,OLF 93%; PAL 4%; STR 2%,OLF 93%; PAL 4%; LSX 2%,05 OB-IMN GABA / 043 OB-mi Frmd7 Gaba; NT GABA; OLF
0159 OB-out Frmd7 Gaba_2,250,05 OB-IMN GABA,042 OB-out Frmd7 Gaba,GABA,OLF,OLF,OLF 97%; STR 2%; CTXsp 0%,OLF 97%; LSX 2%; CTXsp 0%,05 OB-IMN GABA / 042 OB-out Frmd7 Gaba; NT GABA; OLF
1161 Astro-TE NN_1,250,30 Astro-Epen,319 Astro-TE NN,nan,Isocortex-2,ENT,Isocortex-2 41%; HPF 38%; Isocortex-1 9%,ENT 18%; RSP 13%; RHP 12%,30 Astro-Epen / 319 Astro-TE NN; NT none; ENT
1160 Astro-NT NN_2,250,30 Astro-Epen,318 Astro-NT NN,nan,STR,sAMY,STR 61%; PAL 35%; CTXsp 4%,sAMY 56%; PAL 35%; CTXsp 4%,30 Astro-Epen / 318 Astro-NT NN; NT none; sAMY
0112 L6b CTX Glut_3,250,02 NP-CT-L6b Glut,029 L6b CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 92%; HPF 3%; CTXsp 2%,MOp 47%; PL-ILA-ORB 14%; SS-GU-VISC 9%,02 NP-CT-L6b Glut / 029 L6b CTX Glut; NT Glut; MOp
0148 OB Trdn Gaba_1,250,05 OB-IMN GABA,040 OB Trdn Gaba,GABA,OLF,OLF,OLF 97%; STR 3%,OLF 97%; LSX 2%; STRv 1%,05 OB-IMN GABA / 040 OB Trdn Gaba; NT GABA; OLF
0146 OB Meis2 Thsd7b Gaba_4,250,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,GABA,OLF,OLF,OLF 98%; STR 2%,OLF 98%; LSX 2%,05 OB-IMN GABA / 039 OB Meis2 Thsd7b Gaba; NT GABA; OLF
0144 OB Meis2 Thsd7b Gaba_2,250,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,GABA,OLF,OLF,OLF 88%; STR 11%; PAL 1%,OLF 88%; STRv 6%; STRd 2%,05 OB-IMN GABA / 039 OB Meis2 Thsd7b Gaba; NT GABA; OLF
0143 OB Meis2 Thsd7b Gaba_1,250,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,GABA,OLF,OLF,OLF 63%; CTXsp 14%; STR 14%,OLF 63%; CTXsp 14%; PAL 8%,05 OB-IMN GABA / 039 OB Meis2 Thsd7b Gaba; NT GABA; OLF
0142 DG-PIR Ex IMN_3,250,04 DG-IMN Glut,038 DG-PIR Ex IMN,Glut,OLF,OLF,OLF 57%; CTXsp 40%; Isocortex-1 1%,OLF 57%; CTXsp 40%; AI 2%,04 DG-IMN Glut / 038 DG-PIR Ex IMN; NT Glut; OLF
0141 DG-PIR Ex IMN_2,250,04 DG-IMN Glut,038 DG-PIR Ex IMN,nan,HPF,HIP,HPF 99%; Isocortex-1 0%; CTXsp 0%,HIP 91%; RHP 8%; VIS-PTLp 0%,04 DG-IMN Glut / 038 DG-PIR Ex IMN; NT none; HIP
0139 DG Glut_4,250,04 DG-IMN Glut,037 DG Glut,Glut,HPF,HIP,HPF 100%; Isocortex-1 0%,HIP 62%; RHP 38%; VIS-PTLp 0%,04 DG-IMN Glut / 037 DG Glut; NT Glut; HIP
0137 DG Glut_2,250,04 DG-IMN Glut,037 DG Glut,Glut,HPF,HIP,HPF 100%,HIP 96%; RHP 4%,04 DG-IMN Glut / 037 DG Glut; NT Glut; HIP
0136 DG Glut_1,250,04 DG-IMN Glut,037 DG Glut,Glut,STR,sAMY,STR 66%; HPF 32%; CTXsp 2%,sAMY 66%; HIP 30%; RHP 2%,04 DG-IMN Glut / 037 DG Glut; NT Glut; sAMY
0115 L6 CT CTX Glut_2,250,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 87%; Isocortex-2 13%,MOp 75%; SS-GU-VISC 10%; MO-FRP 10%,02 NP-CT-L6b Glut / 030 L6 CT CTX Glut; NT Glut; MOp
0114 L6 CT CTX Glut_1,250,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,Glut,Isocortex-1,VIS,Isocortex-1 86%; Isocortex-2 12%; HPF 1%,VIS 20%; MOp 17%; PL-ILA-ORB 14%,02 NP-CT-L6b Glut / 030 L6 CT CTX Glut; NT Glut; VIS
0149 OB Trdn Gaba_2,250,05 OB-IMN GABA,040 OB Trdn Gaba,GABA,OLF,OLF,OLF 97%; STR 3%,OLF 97%; LSX 2%; STRv 0%,05 OB-IMN GABA / 040 OB Trdn Gaba; NT GABA; OLF
0034 L2/3 IT ENT Glut_2,246,01 IT-ET Glut,008 L2/3 IT ENT Glut,Glut,HPF,ENT,HPF 99%; Isocortex-1 1%,ENT 99%; AUD-TEa-PERI-ECT 1%,01 IT-ET Glut / 008 L2/3 IT ENT Glut; NT Glut; ENT
0380 CEA-AAA-BST Six3 Sp9 Gaba_8,243,11 CNU-HYa GABA,080 CEA-AAA-BST Six3 Sp9 Gaba,GABA,CTXsp,CTXsp,CTXsp 58%; STR 27%; Isocortex-1 7%,CTXsp 58%; sAMY 26%; AI 7%,11 CNU-HYa GABA / 080 CEA-AAA-BST Six3 Sp9 Gaba; NT GABA; CTXsp
0250 NDB-SI-MA-STRv Lhx8 Gaba_7,241,08 CNU-MGE GABA,057 NDB-SI-MA-STRv Lhx8 Gaba,GABA,PAL,PAL,PAL 99%; STR 1%,PAL 99%; LSX 1%,08 CNU-MGE GABA / 057 NDB-SI-MA-STRv Lhx8 Gaba; NT GABA; PAL
0180 Vip Gaba_8,240,06 CTX-CGE GABA,046 Vip Gaba,GABA,Isocortex-1,MOp,Isocortex-1 52%; HPF 39%; CTXsp 7%,MOp 25%; HIP 21%; RHP 10%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; MOp
0103 L6b EPd Glut_1,236,02 NP-CT-L6b Glut,027 L6b EPd Glut,Glut,CTXsp,CTXsp,CTXsp 78%; OLF 11%; Isocortex-1 9%,CTXsp 78%; OLF 11%; AI 6%,02 NP-CT-L6b Glut / 027 L6b EPd Glut; NT Glut; CTXsp
0291 IA Mgp Gaba_2,235,09 CNU-LGE GABA,065 IA Mgp Gaba,GABA,CTXsp,CTXsp,CTXsp 73%; STR 23%; OLF 3%,CTXsp 73%; sAMY 23%; OLF 3%,09 CNU-LGE GABA / 065 IA Mgp Gaba; NT GABA; CTXsp
0010 L5/6 IT TPE-ENT Glut_4,229,01 IT-ET Glut,003 L5/6 IT TPE-ENT Glut,Glut,HPF,ENT,HPF 95%; Isocortex-1 5%,ENT 94%; AUD-TEa-PERI-ECT 4%; RHP 1%,01 IT-ET Glut / 003 L5/6 IT TPE-ENT Glut; NT Glut; ENT
0052 L2 IT ENT-po Glut_2,229,01 IT-ET Glut,011 L2 IT ENT-po Glut,Glut,HPF,ENT,HPF 100%,ENT 97%; RHP 3%,01 IT-ET Glut / 011 L2 IT ENT-po Glut; NT Glut; ENT
0415 PVR Six3 Sox3 Gaba_5,226,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,PAL,PAL,PAL 88%; STR 12%,PAL 88%; LSX 12%; STRv 0%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; PAL
0513 COAa-PAA-MEA Barhl2 Glut_5,224,13 CNU-HYa Glut,114 COAa-PAA-MEA Barhl2 Glut,Glut,CTXsp,CTXsp,CTXsp 74%; OLF 13%; STR 13%,CTXsp 74%; OLF 13%; sAMY 13%,13 CNU-HYa Glut / 114 COAa-PAA-MEA Barhl2 Glut; NT Glut; CTXsp
0263 OT D3 Folh1 Gaba_2,222,09 CNU-LGE GABA,060 OT D3 Folh1 Gaba,GABA,STR,STRv,STR 54%; PAL 45%; Isocortex-1 0%,STRv 54%; PAL 45%; ACA 0%,09 CNU-LGE GABA / 060 OT D3 Folh1 Gaba; NT GABA; STRv
